accuracy,macro_f1,weighted_f1,balanced_accuracy,fit_seconds,predict_seconds,n_train,n_test,dataset,embedding,split,mode,classifier,seed,runtime_seconds,peak_memory_mb,started_at_utc,finished_at_utc,python_version,platform,pid
0.6606060606060606,0.5067128999803322,0.6505660529730701,0.489453299450796,0.3129053750017192,0.0023412499867845327,4616,1320,zheng68k,zheng68k_pca50.npy,closed_set_seed42.npz,closed,mlp,42,0.3174063749902416,144.171875,2026-04-25T05:01:32+00:00,2026-04-25T05:01:32+00:00,3.11.0,macOS-15.3-arm64-arm-64bit,78189
