accuracy,macro_f1,weighted_f1,balanced_accuracy,fit_seconds,predict_seconds,n_train,n_test,dataset,embedding,split,mode,classifier,seed,runtime_seconds,peak_memory_mb,started_at_utc,finished_at_utc,python_version,platform,pid
0.5431818181818182,0.47626703404981363,0.5910846413636447,0.5838844256927398,0.00466474998393096,0.002524707990232855,4616,1320,zheng68k,zheng68k_pca50.npy,closed_set_seed42.npz,closed,prototype,42,0.008635750011308119,140.046875,2026-04-25T05:01:32+00:00,2026-04-25T05:01:32+00:00,3.11.0,macOS-15.3-arm64-arm-64bit,78196
